DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
241305679,2/5/2024 0:00,2/5/2024 0:00,1010,13,Newton,1395,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1309 0344 1822 0375,34,F,H,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,341,,,,500 E  FLORENCE                     AV,,33.9784,-118.263
240122012,12/2/2024 0:00,12/2/2024 0:00,2030,1,Central,139,1,330,BURGLARY FROM VEHICLE,0344 1307,26,F,C,101,STREET,,,IC,Invest Cont,330,,,,200 S  HEWITT                       ST,,34.0472,-118.2362
240120741,11/3/2024 0:00,11/3/2024 0:00,2140,1,Central,158,2,888,TRESPASSING,2004,47,M,B,503,HOTEL,,,IC,Invest Cont,888,,,,800 E  6TH                          ST,,34.0408,-118.2428
242106686,3/8/2024 0:00,3/8/2024 0:00,1527,21,Topanga,2111,1,310,BURGLARY,1420 1609 0344,43,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,7800    SADRING                      AV,,34.2119,-118.6365
240121104,11/12/2024 0:00,11/12/2024 0:00,1700,1,Central,162,2,888,TRESPASSING,2004 1501,0,X,X,116,OTHER/OUTSIDE,,,IC,Invest Cont,888,,,,700 S  FLOWER                       ST,,34.0487,-118.2588
240706588,3/2/2024 0:00,2/29/2024 0:00,855,7,Wilshire,736,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 2028,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,400 S  LA BREA                      AV,,34.0669,-118.3456
241700599,2/9/2024 0:00,2/9/2024 0:00,1600,17,Devonshire,1755,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1402 0416 0919 1822 0429 1300 1202,60,F,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,230,998,,,LASSEN,RESEDA,34.25,-118.5361
241207424,2/28/2024 0:00,2/28/2024 0:00,730,12,77th Street,1211,1,310,BURGLARY,0358 1607 1814 0344 2038 2000,55,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,5400    6TH                          AV,,33.9932,-118.3236
241609094,6/30/2024 0:00,6/29/2024 0:00,800,16,Foothill,1642,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,13200    GARBER                       ST,,34.2555,-118.4203
240112556,6/9/2024 0:00,6/8/2024 0:00,1930,1,Central,162,1,330,BURGLARY FROM VEHICLE,1300 0344 0329 1307,23,F,W,108,PARKING LOT,,,IC,Invest Cont,330,,,,700 S  FLOWER                       ST,,34.0487,-118.2588
241207355,2/26/2024 0:00,2/24/2024 0:00,249,12,77th Street,1257,2,903,CONTEMPT OF COURT,0913 2038 1813,37,F,H,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,903,,,,900 W  78TH                         ST,,33.9688,-118.2894
241106765,3/16/2024 0:00,3/10/2024 0:00,20,11,Northeast,1143,1,352,PICKPOCKET,,26,F,H,207,BAR/COCKTAIL/NIGHTCLUB,,,IC,Invest Cont,352,,,,2600    HYPERION                     AV,,34.1053,-118.2785
240610855,7/18/2024 0:00,7/16/2024 0:00,1413,6,Hollywood,678,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1822 0344 1308 1501,0,X,X,102,SIDEWALK,,,IC,Invest Cont,420,,,,700 N  KINGSLEY                     DR,,34.0835,-118.3028
241707056,3/13/2024 0:00,3/13/2024 0:00,1910,17,Devonshire,1798,1,310,BURGLARY,1202 1606 1608 0314,66,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,8900    DENSMORE                     AV,,34.232,-118.4785
240908009,4/15/2024 0:00,4/14/2024 0:00,2000,9,Van Nuys,952,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0385 1300,26,F,H,101,STREET,,,IC,Invest Cont,331,,,,15200    CLARK                        ST,,34.1685,-118.464
240315393,10/8/2024 0:00,10/7/2024 0:00,2045,3,Southwest,391,1,330,BURGLARY FROM VEHICLE,1822 0344 1601 1609 1307,40,M,B,101,STREET,,,IC,Invest Cont,330,,,,4700    DON ZAREMBO                  DR,,34.0035,-118.3566
242004694,1/11/2024 0:00,1/11/2024 0:00,1528,20,Olympic,2013,2,354,THEFT OF IDENTITY,0100 0929 0930 1822,42,F,H,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,354,,,,100 S  OXFORD                       AV,,34.0737,-118.3079
240912320,10/13/2024 0:00,10/13/2024 0:00,1118,9,Van Nuys,926,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 0325,20,M,H,405,CLOTHING STORE,,,IC,Invest Cont,442,,,,6500    VAN NUYS                     BL,,34.1903,-118.4399
241507109,3/1/2024 0:00,3/1/2024 0:00,330,15,N Hollywood,1549,1,330,BURGLARY FROM VEHICLE,0329 1822 1307 1606 0344,34,M,O,101,STREET,,,IC,Invest Cont,330,,,,5500    CASE                         AV,,34.17,-118.3719
240104258,1/4/2024 0:00,1/4/2024 0:00,1545,1,Central,162,1,210,ROBBERY,2004 0329 0378 0344 0400 1822 0945 0325,0,X,X,404,DEPARTMENT STORE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,,,,700 W  7TH                          ST,,34.048,-118.2577
241804363,1/7/2024 0:00,1/7/2024 0:00,2230,18,Southeast,1841,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,11300 S  FIGUEROA                     ST,,33.9367,-118.2871
240408242,6/16/2024 0:00,6/15/2024 0:00,2300,4,Hollenbeck,473,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,4TH                          ST,BREED                        ST,34.0412,-118.213
241708939,4/29/2024 0:00,4/22/2024 0:00,2105,17,Devonshire,1799,2,354,THEFT OF IDENTITY,1202 1822 0928,63,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,16000    MALDEN                       ST,,34.2257,-118.4809
241310477,6/18/2024 0:00,6/18/2024 0:00,1120,13,Newton,1346,1,350,"THEFT, PERSON",0344 1822,15,F,H,101,STREET,,,IC,Invest Cont,350,,,,43RD                         ST,CENTRAL                      AV,34.0058,-118.2565
240213762,9/1/2024 0:00,8/28/2024 0:00,1500,2,Rampart,249,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,1000    WILSHIRE                     BL,,34.0514,-118.2613
241215609,9/25/2024 0:00,9/22/2024 0:00,2132,12,77th Street,1218,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1822 0385,35,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,331,,,,800 W  55TH                         ST,,33.9923,-118.2871
241109362,7/18/2024 0:00,7/6/2024 0:00,1840,11,Northeast,1137,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394,47,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,300 N  AVENUE 52,,34.1085,-118.2011
241408074,4/2/2024 0:00,4/1/2024 0:00,1415,14,Pacific,1477,1,310,BURGLARY,0344 1609,23,M,H,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,,8100    BLERIOT                      AV,,33.9649,-118.3915
241805965,2/10/2024 0:00,2/10/2024 0:00,1500,18,Southeast,1861,1,310,BURGLARY,1822 0329 0321 1601 0358,38,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,700 W  120TH                        ST,,33.9274,-118.2871
240606097,2/13/2024 0:00,2/12/2024 0:00,2200,6,Hollywood,646,1,330,BURGLARY FROM VEHICLE,1822 1300 0344,30,M,O,101,STREET,,,IC,Invest Cont,330,,,,WILCOX,HOLLYWOOD,34.1016,-118.331
240105731,1/25/2024 0:00,1/24/2024 0:00,1641,1,Central,147,1,761,BRANDISH WEAPON,1822 2004 0334,37,F,H,101,STREET,102,HAND GUN,IC,Invest Cont,761,,,,5TH                          ST,SAN PEDRO,34.0442,-118.2439
241205520,1/24/2024 0:00,1/21/2024 0:00,457,12,77th Street,1265,1,330,BURGLARY FROM VEHICLE,1300 1609 0329 1822 0344,42,F,B,101,STREET,,,IC,Invest Cont,330,,,,1300 W  83RD                         PL,,33.9633,-118.299
240905041,1/30/2024 0:00,1/30/2024 0:00,1950,9,Van Nuys,974,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,VENTURA                      BL,CEDROS,34.1514,-118.4515
240214702,9/13/2024 0:00,9/13/2024 0:00,900,2,Rampart,246,2,888,TRESPASSING,1501 2004 0910 1822 2021,0,X,X,904,MTA - RED LINE - WESTLAKE/MACARTHUR PARK,,,IC,Invest Cont,888,,,,600 S  ALVARADO                     ST,,34.0595,-118.2749
240109937,4/5/2024 0:00,4/5/2024 0:00,153,1,Central,185,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,900 S  BROADWAY,,34.0423,-118.2561
240113387,6/24/2024 0:00,6/22/2024 0:00,1547,1,Central,162,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,0,X,X,707,GARAGE/CARPORT,,,IC,Invest Cont,740,,,,700 S  OLIVE                        ST,,34.0466,-118.2555
240908131,4/17/2024 0:00,4/17/2024 0:00,2101,9,Van Nuys,943,1,310,BURGLARY,0358 1420 1414 0326 0344 0352 0206 1609 0321,50,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,5700    TYRONE                       AV,,34.1739,-118.4443
241510625,5/21/2024 0:00,5/20/2024 0:00,1930,15,N Hollywood,1562,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1822 0329,37,M,H,101,STREET,,,IC,Invest Cont,745,,,,12800    MOORPARK                     ST,,34.1533,-118.4058
242109282,5/22/2024 0:00,5/22/2024 0:00,1250,21,Topanga,2156,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 2028 0381,0,M,W,406,OTHER STORE,,,IC,Invest Cont,442,,,,6200    TOPANGA CANYON               BL,,34.1865,-118.6017
241806274,2/18/2024 0:00,2/18/2024 0:00,2150,18,Southeast,1821,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 1100 1402 1259 0302 0334 0450 0312,15,M,H,102,SIDEWALK,102,HAND GUN,IC,Invest Cont,230,998,,,500 W  97TH                         ST,,33.9483,-118.2827
241104724,1/20/2024 0:00,1/19/2024 0:00,1730,11,Northeast,1138,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,400 N  AVENUE 57,,34.1152,-118.1898
240109638,3/28/2024 0:00,3/27/2024 0:00,1415,1,Central,165,2,946,OTHER MISCELLANEOUS CRIME,4024,39,M,H,101,STREET,,,IC,Invest Cont,946,,,,LOS ANGELES,6TH,34.0439,-118.2497
242004644,1/17/2024 0:00,1/13/2024 0:00,1730,20,Olympic,2031,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1822 0321 0344 0377,37,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,420,,,,4000 W  7TH                          ST,,34.0599,-118.3143
241307624,3/21/2024 0:00,3/20/2024 0:00,2218,13,Newton,1353,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,900 E  42ND                         PL,,34.0066,-118.26
240807975,4/23/2024 0:00,4/23/2024 0:00,947,8,West LA,852,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1822,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,442,,,,11800    SANTA MONICA                 BL,,34.0428,-118.4582
241605354,2/14/2024 0:00,2/14/2024 0:00,250,16,Foothill,1602,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0913 0416,37,F,H,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,AO,Adult Other,930,,,,12900    DAVENTRY                     ST,,34.2819,-118.4132
241208085,3/10/2024 0:00,3/10/2024 0:00,200,12,77th Street,1263,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1600 W  85TH                         ST,,33.9609,-118.3047
240607169,3/8/2024 0:00,3/8/2024 0:00,2230,6,Hollywood,648,2,888,TRESPASSING,1501 0910 2004,0,X,X,909,MTA - RED LINE - HOLLYWOOD/WESTERN,,,IC,Invest Cont,888,,,,5400    HOLLYWOOD                    BL,,34.1017,-118.3072
240606459,2/22/2024 0:00,2/21/2024 0:00,2215,6,Hollywood,663,2,354,THEFT OF IDENTITY,1822 0929 0924 0930 0935 0926,38,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,1200 N  SYCAMORE                     AV,,34.0926,-118.3428
240213131,8/19/2024 0:00,8/19/2024 0:00,1200,2,Rampart,201,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1000 N  VERMONT                      AV,,34.0873,-118.296
240608611,4/20/2024 0:00,4/19/2024 0:00,2245,6,Hollywood,649,1,330,BURGLARY FROM VEHICLE,1822 1300 0344,33,M,H,101,STREET,,,IC,Invest Cont,330,,,,1500 N  SERRANO                      AV,,34.0981,-118.3071
242007573,3/22/2024 0:00,3/22/2024 0:00,2000,20,Olympic,2014,1,310,BURGLARY,0344 1822 0358 1609 0339 0352 1221,44,M,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,200 S  KINGSLEY                     DR,,34.0712,-118.3029
240113539,6/27/2024 0:00,6/27/2024 0:00,700,1,Central,119,2,888,TRESPASSING,0910 2004,0,X,X,900,MTA - RED LINE - UNION STATION,,,IC,Invest Cont,888,,,,800 N  ALAMEDA                      ST,,34.0561,-118.2375
241104356,1/11/2024 0:00,1/10/2024 0:00,1430,11,Northeast,1127,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,500    MERIDIAN                     TR,,34.1202,-118.1879
240810542,9/1/2024 0:00,8/31/2024 0:00,1432,8,West LA,852,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1822 2028,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,11800    SANTA MONICA                 BL,,34.0428,-118.4582
241608607,5/30/2024 0:00,5/29/2024 0:00,2355,16,Foothill,1681,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1300 1307,41,M,W,101,STREET,,,IC,Invest Cont,420,,,,8200    ST CLAIR                     AV,,34.22,-118.3998
240908436,4/25/2024 0:00,4/25/2024 0:00,1715,9,Van Nuys,904,1,210,ROBBERY,1420 1822 0344 0352 0945,0,X,X,404,DEPARTMENT STORE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,,,,14900    RAYMER                       ST,,34.2131,-118.4584
240906222,3/2/2024 0:00,3/1/2024 0:00,2130,9,Van Nuys,904,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 1243 2000,46,M,H,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,7600 N  SEPULVEDA                    BL,,34.2085,-118.4662
242005792,2/7/2024 0:00,2/6/2024 0:00,1235,20,Olympic,2076,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0800 1202 0380 0344 0342 1822 0701,75,F,K,101,STREET,,,IC,Invest Cont,331,,,,S  VERMONT                      AV,W  PICO                         BL,34.0473,-118.2916
240216340,10/25/2024 0:00,10/23/2024 0:00,1930,2,Rampart,291,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,1700 S  BONNIE BRAE                  ST,,34.0444,-118.2827
241314118,10/21/2024 0:00,10/20/2024 0:00,2100,13,Newton,1317,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,15TH                         ST,CENTRAL                      AV,34.0269,-118.2475
240710049,7/12/2024 0:00,7/12/2024 0:00,1000,7,Wilshire,743,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822,22,M,C,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,341,,,,5900 W  OLYMPIC                      BL,,34.0575,-118.3599
240310472,5/13/2024 0:00,5/12/2024 0:00,730,3,Southwest,353,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1202 1822 0344 0385 1606,67,F,J,101,STREET,,,IC,Invest Cont,331,,,,HILLCREST                    BL,OBAMA                        BL,34.0215,-118.3432
240314100,9/9/2024 0:00,8/16/2024 0:00,1200,3,Southwest,358,2,666,"BUNCO, ATTEMPT",1251 0344 0701 0800 1822,26,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,666,,,,3600    MCCLINTOCK                   AV,,34.0212,-118.2895
240105246,1/18/2024 0:00,1/18/2024 0:00,1,1,Central,162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 2004,30,F,H,405,CLOTHING STORE,,,IC,Invest Cont,442,,,,700 S  FLOWER                       ST,,34.0487,-118.2588
241109649,7/30/2024 0:00,6/13/2024 0:00,1230,11,Northeast,1143,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,39,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,740,,,,2000    AMES                         ST,,34.1083,-118.2791
240215621,10/6/2024 0:00,10/6/2024 0:00,1430,2,Rampart,246,2,888,TRESPASSING,1822 0910 2052 1501,0,X,X,904,MTA - RED LINE - WESTLAKE/MACARTHUR PARK,,,IC,Invest Cont,888,,,,600 S  ALVARADO                     ST,,34.0595,-118.2749
240512512,11/8/2024 0:00,11/7/2024 0:00,2100,5,Harbor,561,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1500 S  WEYMOUTH                     AV,,33.7329,-118.3136
240216108,10/18/2024 0:00,10/16/2024 0:00,2000,2,Rampart,204,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0385 0344,25,F,W,101,STREET,,,IC,Invest Cont,331,,,,SANBORN,HOOVER,34.0885,-118.2845
241411244,7/9/2024 0:00,7/5/2024 0:00,2150,14,Pacific,1494,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,24,M,A,116,OTHER/OUTSIDE,,,IC,Invest Cont,440,,,,00    WORLD                        WY,,33.9455,-118.4006
240113693,6/29/2024 0:00,6/28/2024 0:00,2200,1,Central,181,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822,29,F,B,741,STAPLES CENTER *,,,IC,Invest Cont,440,,,,1100 S  FIGUEROA                     ST,,34.0431,-118.2692
241012373,11/20/2024 0:00,11/19/2024 0:00,1800,10,West Valley,1045,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,5800    ETIWANDA                     AV,,34.1762,-118.5308
240114903,7/18/2024 0:00,7/17/2024 0:00,640,1,Central,161,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1609 1822,67,F,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,900 W  8TH                          ST,,34.0479,-118.2612
240214985,9/20/2024 0:00,8/28/2024 0:00,800,2,Rampart,212,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",,0,,,203,OTHER BUSINESS,,,IC,Invest Cont,668,,,,3700    BEVERLY                      BL,,34.0763,-118.2894
240408534,6/30/2024 0:00,6/27/2024 0:00,2330,4,Hollenbeck,437,1,330,BURGLARY FROM VEHICLE,1300 1302 0344,27,F,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,330,,,,1800    BOCA                         AV,,34.0689,-118.1878
240121262,11/17/2024 0:00,11/16/2024 0:00,1706,1,Central,161,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),325,29,M,B,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,700 S  FIGUEROA                     ST,,34.0483,-118.2631
240105248,1/19/2024 0:00,1/17/2024 0:00,500,1,Central,124,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,0,M,W,726,POLICE FACILITY,,,IC,Invest Cont,740,,,,100 W  1ST                          ST,,34.0522,-118.2434
241314876,11/19/2024 0:00,11/18/2024 0:00,1700,13,Newton,1363,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,4900    MCKINLEY                     AV,,33.9987,-118.2609
242005714,2/10/2024 0:00,2/10/2024 0:00,525,20,Olympic,2014,1,310,BURGLARY,1607 1822,0,X,X,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,310,,,,4200    BEVERLY                      BL,,34.0763,-118.3004
241405561,2/1/2024 0:00,1/31/2024 0:00,2030,14,Pacific,1494,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,35,M,B,212,TRANSPORTATION FACILITY (AIRPORT),500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,341,,,,400    WORLD                        WY,,33.9455,-118.4
240113305,6/24/2024 0:00,6/23/2024 0:00,1800,1,Central,119,1,330,BURGLARY FROM VEHICLE,0334 0329 1609 1307,55,F,J,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,800 N  ALAMEDA                      ST,,34.0561,-118.2375
241809502,4/29/2024 0:00,4/29/2024 0:00,2100,18,Southeast,1849,1,210,ROBBERY,1822 0344 0400 0340 0432 0305 0370,25,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,2000 E  110TH                        ST,,33.9351,-118.237
241910115,7/14/2024 0:00,7/11/2024 0:00,1600,19,Mission,1916,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,RAVEN,DRONFIELD,34.3081,-118.4376
242104707,1/18/2024 0:00,1/18/2024 0:00,200,21,Topanga,2144,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,22500    WELBY                        WY,,34.1928,-118.6174
240405249,2/9/2024 0:00,2/9/2024 0:00,1630,4,Hollenbeck,469,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0325 0216,0,M,X,203,OTHER BUSINESS,,,IC,Invest Cont,440,,,,3400 E  4TH                          ST,,34.034,-118.1969
241104617,1/17/2024 0:00,1/11/2024 0:00,1317,11,Northeast,1177,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),325,0,X,X,243,"DIY CENTER (LOWE'S,HOME DEPOT,OSH,CONTRACTORS WAREHOUSE)",,,IC,Invest Cont,442,,,,2000 N  FIGUEROA                     ST,,34.0884,-118.2258
240611590,9/2/2024 0:00,8/17/2024 0:00,30,6,Hollywood,648,1,330,BURGLARY FROM VEHICLE,1822 0344 1300,33,M,W,108,PARKING LOT,,,IC,Invest Cont,330,,,,5600    HAROLD                       WY,,34.0993,-118.3115
240612718,10/19/2024 0:00,9/20/2024 0:00,2040,6,Hollywood,676,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329 1300,52,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,740,,,,VINE,GREGORY,34.0862,-118.3266
241706094,2/20/2024 0:00,2/20/2024 0:00,40,17,Devonshire,1738,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0913 0361 0329,42,M,H,101,STREET,,,AA,Adult Arrest,745,,,,11000    HASKELL                      AV,,34.2703,-118.476
241507780,3/18/2024 0:00,3/18/2024 0:00,1750,15,N Hollywood,1526,2,901,VIOLATION OF RESTRAINING ORDER,0387 0334 0913 2038,32,F,H,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,901,,,,11600    KITTRIDGE                    ST,,34.1903,-118.3845
240611809,9/11/2024 0:00,8/29/2024 0:00,1130,6,Hollywood,644,1,352,PICKPOCKET,1822 0344,54,F,O,733,BAR/SPORTS BAR (OPEN DAY & NIGHT),,,IC,Invest Cont,352,,,,1400 N  GARDNER                      ST,,34.0962,-118.3529
240613914,12/11/2024 0:00,12/11/2024 0:00,1200,6,Hollywood,638,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 1300 0344,32,M,O,101,STREET,,,IC,Invest Cont,331,,,,1800 N  VAN NESS                     AV,,34.1038,-118.3158
240308511,3/19/2024 0:00,3/19/2024 0:00,340,3,Southwest,308,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2034 0329 0603 0913,37,M,W,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,740,,,,900 W  23RD                         ST,,34.0334,-118.2799
240706513,2/27/2024 0:00,2/26/2024 0:00,1757,7,Wilshire,736,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),325,23,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,442,,,,400 S  LA BREA                      AV,,34.0669,-118.3456
241507548,3/13/2024 0:00,3/13/2024 0:00,1650,15,N Hollywood,1526,1,310,BURGLARY,1607 1822 0344,53,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,6500    KRAFT                        AV,,34.1885,-118.3801
241812600,8/28/2024 0:00,8/25/2024 0:00,1700,18,Southeast,1829,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325 0342,0,X,X,405,CLOTHING STORE,,,IC,Invest Cont,343,,,,9800 S  ALAMEDA                      ST,,33.9478,-118.2289
241900633,4/5/2024 0:00,4/5/2024 0:00,2140,19,Mission,1963,2,354,THEFT OF IDENTITY,1402 1822 1309 0930,34,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,998,,,9600    VAN NUYS                     BL,,34.2449,-118.4502
240913818,12/27/2024 0:00,12/25/2024 0:00,1700,9,Van Nuys,981,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1609,47,F,B,203,OTHER BUSINESS,,,IC,Invest Cont,740,,,,15200    VENTURA                      BL,,34.1535,-118.464
240606531,2/25/2024 0:00,2/25/2024 0:00,1005,6,Hollywood,648,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344 0325,0,X,X,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,440,,,,5500 W  SUNSET                       BL,,34.1,-118.3113
240911293,9/3/2024 0:00,6/18/2024 0:00,900,9,Van Nuys,916,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,7100    COLBATH                      AV,,34.1994,-118.4367
